x1i10hfl href,x168nmei src,x193iq5w,x1lliihq,x1lliihq (2),x1lliihq (3),x193iq5w (2)
https://www.facebook.com/marketplace/item/634614228986398/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/475021455_10161244461188892_4948191008226039167_n.jpg?stp=c256.0.1537.1537a_dst-jpg_s261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=946e27&_nc_ohc=QUDkqnug0vIQ7kNvwHyuwqh&_nc_oc=AdlLwMg_5SZhIc6vGDPVx4E_1fKq6w2xOlFjln2V-hmm7hs-E0wDUkg_nCMjq7D0_mI&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=0qEUuGKOb80lyez4OGsCxA&oh=00_AfJzm-1QDN-GRsMt1NCkP72Tm2HwjEeG5EtnGI2xzCxB1A&oe=682CA843,"CA$1,999",2006 Pontiac pursuit gt,"Burlington, ON",365K km,"CA$2,999"
https://www.facebook.com/marketplace/item/1479010659725062/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/476229150_122196112586138415_3842892067956859750_n.jpg?stp=c256.0.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=NcnXjqffGHgQ7kNvwFOXOw8&_nc_oc=Admoqu0jtURPyG1F4p3_1zbGYjfDk_h5vvn-G9lSa3Z1ItAptN0dnGwNJTll7Ow0JMo&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=0qEUuGKOb80lyez4OGsCxA&oh=00_AfI_yxO3CsYGNDD5ZK4cGNy6C1LmGlBOM2zJuoEtKccsMw&oe=682CA0E0,"CA$2,000",2003 Honda accord,"Oakville, ON",290K km,
https://www.facebook.com/marketplace/item/983940143922987/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/492160769_2647807938741343_8958272393881320969_n.jpg?stp=c200.0.1200.1200a_dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=vkPGC-L_6iUQ7kNvwEjB4Wb&_nc_oc=AdmqChboJso-oXx-47MQbHjgzYxw-9rsvTg1uDBRHlbfdRqMAXTiAmb4At_4XJd_zOw&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=0qEUuGKOb80lyez4OGsCxA&oh=00_AfKdf6f2SazRFHlKVZRfqZe_JQipXuBYtM-P5eg8KUwf3w&oe=682C7B9C,CA$223,2021 Tesla model y auto pilot,"Mississauga, ON",61K km,
https://www.facebook.com/marketplace/item/1634705173905556/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/487942641_1022223826492889_6214809989631532277_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=247b10&_nc_ohc=TszxHLDqkFMQ7kNvwFJIpxz&_nc_oc=AdmPOH240LeoJbhD7oKb2cLngNs2TBszNG-4O5T0p58_j2i-96mGb4KW4PK9rgRBDUo&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=0qEUuGKOb80lyez4OGsCxA&oh=00_AfJTRtcbDXG4sjLAiiJuSguXKCFvtBQo2Dsct1JW5iTlxg&oe=682C84F3,Free,2015 Honda civic sedan 4dr auto,"Mississauga, ON",185K km,
https://www.facebook.com/marketplace/item/669665322481969/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/491361219_1791185738092117_5533007484874681746_n.jpg?stp=c0.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=247b10&_nc_ohc=uq2oYFGvSeEQ7kNvwGqcrt0&_nc_oc=AdlaxrkDnSwesVo6gz_jTY3jKW07n0CE2UVoO626s3FCShXJ0VLpVskgcdfWvl91okM&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=0qEUuGKOb80lyez4OGsCxA&oh=00_AfLIlURnrgn70WgnHiiFxY1iTpD76NgYiU5D8-rx09lI-w&oe=682C97D9,"CA$4,500",2010 Subaru impreza 2.5i sport wagon,"Toronto, ON",189K km,
https://www.facebook.com/marketplace/item/585710457872725/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496866216_3845312182352492_1769739596831500697_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=EoMfXlfLtMAQ7kNvwFUjoWk&_nc_oc=AdnYdskqZ5Rvz_5IvhVH5Sw7BDXBSlV7WzgmW4q11uB7DdKzwQeXeKtm1XdoSsiBqRA&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=0qEUuGKOb80lyez4OGsCxA&oh=00_AfKnT29TvyyxwLohqsHvRpS5jKO63dVMk6O1wakU_66R3g&oe=682C761B,"CA$4,200",2015 Chevrolet cruze,"Caledon, ON",243K km,"CA$4,500"
https://www.facebook.com/marketplace/item/997764705738844/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497945982_690434293720453_2789806626303136804_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=9sVyuDgu2dEQ7kNvwHCLzMO&_nc_oc=Adk-IvPLBHhX1eBe2VHNFbZwppImo2aq_SyaSsiobA3yURyduuVBsG64XQ_xyQ1D9_Q&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=0qEUuGKOb80lyez4OGsCxA&oh=00_AfKX2rNDR2uj5-i_u97-GWOT7LYjnVSxa-yQe14pYx2wCQ&oe=682C866D,"CA$2,500",2002 Nissan sentra,"Toronto, ON",162K km,"CA$3,000"
https://www.facebook.com/marketplace/item/1185083532883275/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/496315298_695827032822874_3566111898577889267_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=247b10&_nc_ohc=YbQ9hFKmw9cQ7kNvwE1U0r8&_nc_oc=AdlPmxXbKGlDeGAYr_R30tIEb3wcEIrNNenBeLIU1VCGcQJ5daz3mWZJCZGauZSaO-I&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=0qEUuGKOb80lyez4OGsCxA&oh=00_AfK3oJwCwxIj1AbmxeudaGyQxFjNUcchMpS6r3y97Ftmkw&oe=682C73A7,"CA$4,000",2014 Hyundai accent gls auto,"St Catharines, ON",234K km,
https://www.facebook.com/marketplace/item/434723902988016/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/465044564_10162748030824048_9165016960245821794_n.jpg?stp=c448.0.1153.1153a_dst-jpg_s261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=najOTLh5_eIQ7kNvwGXmXyt&_nc_oc=AdltYZ6LvqMcNyrYnGS-HEFjruGX0IO2TsrYXKK5mPwAAaQj--kYZO-ZTCBOWRuRdl0&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=0qEUuGKOb80lyez4OGsCxA&oh=00_AfKnzj5JWDaGPl_AZH_mjURr1g_luPZyZhWaXw0q_pIr1w&oe=682C9E4D,"CA$7,899",2025 60v LUXURY ENCLOSED MOBILITY CAR a/c heat alarm pw/pdl backup cam,"Brantford, ON",,"$9,499"
https://www.facebook.com/marketplace/item/1215565292810977/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/498176819_24097705706504250_258930532360398560_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=B34-h91fERwQ7kNvwHvuUlW&_nc_oc=Adm8XU8YKWaRGaWiltwyj3mZbRjXVupTx5Bau7FfGF9b4lrF57Fp5CztjTn6XapSOME&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=0qEUuGKOb80lyez4OGsCxA&oh=00_AfIrT_9KmgsB9jYOUp_6VOG7p110adYeQJo8OKaFx1Oaug&oe=682C7CD4,"CA$10,995",2017 MAZDA3 GT grand toudring,"Mississauga, ON",197K km,
https://www.facebook.com/marketplace/item/2055241834970264/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/492007975_29121102147536359_8698679643480090026_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=946e27&_nc_ohc=--QcchMbdzEQ7kNvwGAEamu&_nc_oc=Adl9YJaPY59RovYqleRJ6_vQkTJ_Co2oWVpSnFmwe-R0gFaqo-8dQaZR2LzsLxT72rs&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=0qEUuGKOb80lyez4OGsCxA&oh=00_AfKmy59z_tw4gvu23PKA4ehbN6K9qGeZgtMqXUeBW_xHGg&oe=682C94C9,Free,2025 Any car and truck car and truck,"Vaughan, ON",100K km,
https://www.facebook.com/marketplace/item/692981383222185/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497509851_4093505237591794_8287915581803894272_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=tr3Z7ss-ex8Q7kNvwHGZk4_&_nc_oc=Admg48hKxCrZ9rExJ7NshHjF3jQL39Ssn6Pb8vx3xiyfMFpzMiyTCh3_qBkA1Yt-IpM&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=0qEUuGKOb80lyez4OGsCxA&oh=00_AfK_sTL5cfXWoL8CnMtKx1wHT4wupNE3cvvurXy0EL8D3g&oe=682C861A,"CA$7,500",2010 Mercedes-Benz c-class,"Hamilton, ON",124K km,
https://www.facebook.com/marketplace/item/1380133742971138/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/472820209_2084262075342722_1883196459958488472_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=247b10&_nc_ohc=shi_DemfmacQ7kNvwGcxcNY&_nc_oc=AdnKamc6Jq3TXLI_-8Ii11mDcWzpaQvDByCgGXAddTPI398DKht-y6zDx1z45_WKfoU&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=0qEUuGKOb80lyez4OGsCxA&oh=00_AfKhJJhpVcTsADOFV3xBHGTgvFC_79Wm2Ccbs-a1H6iWwQ&oe=682CA57E,"CA$10,990",2011 Lexus es,"Toronto, ON",157K km,
https://www.facebook.com/marketplace/item/1693788161236802/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/469769961_502236065505198_3455940394571123134_n.jpg?stp=c152.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=247b10&_nc_ohc=__GndpleiX0Q7kNvwElueAo&_nc_oc=AdnsWYzCaU2r7-byTTjMG1RDKeVAj2WYNFJuuzCi6v3a_mvuK_SjxuwnLcL8XaQnsfc&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=0qEUuGKOb80lyez4OGsCxA&oh=00_AfIBpNfVpmqt36X1931CH9szuGikcWPThHs0llYNok4Hpg&oe=682CA694,"CA$15,900",1999 Isuzu vehicross,"Toronto, ON",101K km,
https://www.facebook.com/marketplace/item/1378750116508594/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495368665_122151897278398584_5761206342301413011_n.jpg?stp=c93.0.460.460a_dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=52hfznWI5lkQ7kNvwF0eQwP&_nc_oc=AdlVKw0GrVtXULhDz499YGHwcFhgo2EDWBpkJ8M-NTpZzhzXy1Oz3hm_q8b69-4X_W4&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=0qEUuGKOb80lyez4OGsCxA&oh=00_AfJMe7c-ZfjZB7FWRecvVynOlZGkdYaSfeL8g5NfoJFCuw&oe=682C7DC4,"CA$1,500",2010 Audi a5 sport,"Oshawa, ON",300K km,
https://www.facebook.com/marketplace/item/1039582147535834/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/496437760_637731002563725_446674581519460991_n.jpg?stp=c256.0.1537.1537a_dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=c22GcjVF-SwQ7kNvwFuUjUb&_nc_oc=AdmAQ_hxeYyqVjN9pE6tGm7mD7643lQiGz90whag13zNGlragtGLr_1Kk4jM08hS89w&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=0qEUuGKOb80lyez4OGsCxA&oh=00_AfKg-WKnG9tM13ZuWErUTBtggAKiWMNnxrEEBwrFP3GU8A&oe=682C788A,"CA$3,499",2009 Honda civic coupe auto,"Caledon, ON",296K km,
https://www.facebook.com/marketplace/item/1943805453126460/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/494990952_4108973392708246_8020127635633371827_n.jpg?stp=c0.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=247b10&_nc_ohc=fWI-qpdTZrcQ7kNvwHe1ax3&_nc_oc=AdnwxRJ5CGmQcM8v_k2uMZGEAGSK0VGP1bMMnmvpR_jdtUD8cSD6j74ZyBTvWTe-mak&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=0qEUuGKOb80lyez4OGsCxA&oh=00_AfLfwkkaEsfRLYBqLDgrb8-4BfBkKh6i2fz3q_ZB4Bb6yg&oe=682C8C83,"CA$8,988",2014 Toyota camry 4dr sdn i4 auto le,"Toronto, ON",267K km,
https://www.facebook.com/marketplace/item/1216522686528314/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/497994681_1715069855756107_4460925516844599423_n.jpg?stp=c0.0.261.261a_dst-jpg_p261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=247b10&_nc_ohc=RKzDpdCR95IQ7kNvwE4RFWs&_nc_oc=AdnmongnxS_x9yzKuQJ6yDO8U26lFpERFf565iP8m2Ud85dVtUi-UwumqNfp7mPtmq4&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=0qEUuGKOb80lyez4OGsCxA&oh=00_AfJdGHWOpf1c7Q9mf7Mbxqk1L1fYjqm-UN46a7AcQp0uSA&oe=682C72DF,"CA$18,500",2021 Nissan rouge - awd,"Oakville, ON",90K km,
https://www.facebook.com/marketplace/item/9681516231967627/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/497230375_4024121021145245_259454131336517815_n.jpg?stp=c0.296.1152.1152a_dst-jpg_s261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=RoVb7Irk8dkQ7kNvwGjubSM&_nc_oc=Adl0WteVkidMTU47XjlOND_vA61D_X9SF2BxdH9QcdcDKlBszztet8ipzdPYO-1Is5A&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=0qEUuGKOb80lyez4OGsCxA&oh=00_AfI4pDQ_Chy9O4TD7C-SWFT2yr26TdeGUGX50St3N4wXcA&oe=682CA65B,"CA$11,500",2015 Honda cr-v,"Toronto, ON",193K km,
https://www.facebook.com/marketplace/item/548574001184214/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/476228646_122202207506243759_9050912485146298057_n.jpg?stp=c75.0.500.500a_dst-jpg_s261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=2ra3E9cbJnUQ7kNvwH-y063&_nc_oc=Adl475GiG__SXgOUmmRTkupWCtC9jxu054CWek_VjNW5Ir3u9XabZuT74QafUR7axgI&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=0qEUuGKOb80lyez4OGsCxA&oh=00_AfL3BdFJNm9wSycllOw2JpXR9fKDDMJuMDtjvrnObldUDQ&oe=682C9CD6,"CA$1,000",2021 Audi rs 7,"Toronto, ON",188K km,
https://www.facebook.com/marketplace/item/1019482479892246/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/495648761_711130607985217_1209796757880128877_n.jpg?stp=c200.0.1200.1200a_dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=QGZh-u8-adQQ7kNvwEwGUm5&_nc_oc=AdlomYJAhnGLPU00gJyvAtws8_QBdWHK67eM6Ta6znLCtq-nGoVW61oabraVncT2d1A&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=3WUQ7lVrzR3TFDqKcUmAEg&oh=00_AfIVy8mW_xNtbV9Wkrhu72lnyTCTW3gWQ24LmqfP3QIodQ&oe=682C97DC,CA$256,2021 Tesla model y long range awd autopilot,"Toronto, ON",56K km,
https://www.facebook.com/marketplace/item/1500084204214420/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/485004318_1828504691303433_8468474912097365040_n.jpg?stp=c0.169.1537.1537a_dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=946e27&_nc_ohc=m8JL5XsGNHgQ7kNvwHqZgN4&_nc_oc=AdmpVsaUz25aVd16c_y0RKtUbQAeRfpm9os42QogPSO9H7qwkwJc01__OXx4y0CHh_I&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=3WUQ7lVrzR3TFDqKcUmAEg&oh=00_AfJ-bb9XKg8cbAZAr2crG-UkMRMfxgZ-JWKCv2IVaIUITQ&oe=682C8DCD,CA$999,2010 Mazda mazda5,"Hamilton, ON",181K km,"CA$4,699"
https://www.facebook.com/marketplace/item/1603730773658797/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/489756428_1001844768718782_8370146960771129828_n.jpg?stp=c0.0.261.261a_dst-jpg_p261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=247b10&_nc_ohc=sPcjcD0xrbgQ7kNvwE3vl4o&_nc_oc=AdmGoGlHwBi7nr7QvSJ0DGIMhBEqCGes73yow9qhB1hjDwccoWVc3SvdQZHG0FMEeeI&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=3WUQ7lVrzR3TFDqKcUmAEg&oh=00_AfKhpR8akdcZXCskE0TrC4stzpDBDObJDofPgSelBlc-tg&oe=682C7621,"CA$4,895",2009 Audi a4 quattro sport wagon,"Kitchener, ON",320 km,
https://www.facebook.com/marketplace/item/1045875370782306/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/481722798_623146507312432_1894297826614237706_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=247b10&_nc_ohc=ChwWhfbrok4Q7kNvwEt1eXK&_nc_oc=Adk8M5xmEviYnScvdHH7xwY9TEJdyIG358nnNh_yKYuYSSmlGr5WnpGaphb4dF6wHLc&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=3WUQ7lVrzR3TFDqKcUmAEg&oh=00_AfICy7od87yT9GiLl-OpYpmiXIlWJWWXita8hu6SfAgFtg&oe=682C790A,"CA$4,995",2015 Hyundai sonata 4dr sdn 2.4l auto gl,"Toronto, ON",320K km,
https://www.facebook.com/marketplace/item/1827340141182302/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/498332881_9636782419766629_4486784845035187858_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=AG0EcnLi6b8Q7kNvwF8ajqU&_nc_oc=Adl4SbtItzH2_Z4z0KlSTx6OG9RqcyjBpk7zFjGviP53k6jN9dweJ7e3U2HJrgAOLsA&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=3WUQ7lVrzR3TFDqKcUmAEg&oh=00_AfJx0XfweliVu8ES2VaEGpzcyL1KubAvYcJIiC2-bLO0uQ&oe=682C77C3,"CA$5,000",2014 Ford focus,"Niagara Falls, ON",266K km,
https://www.facebook.com/marketplace/item/680281618301047/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/494674904_603340762761263_2291979733571916370_n.jpg?stp=c0.0.261.261a_dst-jpg_p261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=247b10&_nc_ohc=aB6WYbIJI48Q7kNvwFCp3Tt&_nc_oc=Adk01qLjvDxDMyQUfZSUXXCIfwTBC_ZoZFSBTAvrnAXSrx1q0HCbMW45VcNcmJKGUrs&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=3WUQ7lVrzR3TFDqKcUmAEg&oh=00_AfICu-CDbYabelKRFHwgqc0nk7D9azgt3-AnvQQ6u_K4Aw&oe=682C7C8B,"CA$14,990",2018 Honda civic coupe touring single owner clean car,"Brampton, ON",220K km,
https://www.facebook.com/marketplace/item/385323727880881/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/448066522_10161460051662365_7541042898942283492_n.jpg?stp=c256.0.1536.1536a_dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=X4_1ZdnrVjYQ7kNvwF24Xvn&_nc_oc=AdnhwWpnS7HxHm_ogPj4TJ0ga347FNVD_1z9Cjj2K5DOcKML2XJsxCw_tz8Scn1bvSw&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=3WUQ7lVrzR3TFDqKcUmAEg&oh=00_AfJc8pXoue9gT82mYv7rm7q_KPFA8VvqLQ9BSEtW4-Ic6g&oe=682C9744,"CA$2,000",2002 Mercedes-Benz station wagon,"Toronto, ON",271K km,"CA$2,300"
https://www.facebook.com/marketplace/item/1032555445070082/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t45.5328-4/497933285_1067668601887652_6936199233862241702_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=247b10&_nc_ohc=RdCRDMAMmH8Q7kNvwG30B-H&_nc_oc=AdlFTHz2d5EkD0oW8SoAgxqCm43uL-pYLDVFPzFETUwN2zoLV5BBcClAwV1c4m_40xY&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=3WUQ7lVrzR3TFDqKcUmAEg&oh=00_AfLqMwUObbvZkY1pWwU8EVgu29zBOdO14C0GBjlKGhx1XQ&oe=682C75D3,"CA$10,995",2017 Mazda 3 gx,"Toronto, ON",168K km,
https://www.facebook.com/marketplace/item/1789722154918983/?ref=category_feed&referral_code=null&referral_story_type=post&tracking=browse_serp%3A503090a9-2753-43de-9b82-fcabed55b832&__tn__=!%3AD,https://scontent-yyz1-1.xx.fbcdn.net/v/t39.30808-6/492489705_122169249926286746_4942456184803565475_n.jpg?stp=c0.408.1080.1080a_dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=8PdG3VqvO1kQ7kNvwGUJAFS&_nc_oc=AdkWRGnUm-YiEa6KEUrx0f0pYLte4GHc2d9zMXz8LWL3UtjB9WPtD5G3I0FGeqn0Z1o&_nc_zt=23&_nc_ht=scontent-yyz1-1.xx&_nc_gid=3WUQ7lVrzR3TFDqKcUmAEg&oh=00_AfJJig9W45v35lDGatCn1cp5ZfoHwbJvjMyEcR-x9kk_VA&oe=682C7741,"CA$1,500",2009 Pontiac g6 (2009.5),"Hamilton, ON",15K km,"CA$2,500"
